Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin File,File Offset (s),Begin Path,Freq 5% (Hz),Freq 95% (Hz),Peak Freq (Hz),Dur 90% (s),Center Time (s),Time 5% (s),Time 95% (s),Type,Syllables p Song,Site
85,Spectrogram 1,1,3214.983582,3215.237183,2615.8,6124.7,S1123KIP1_048K_S02_S7106_20240113_070004.flac,214.6636,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240113_070004.flac,2671.875,5625,4500,0.2263,3215.1175,3214.9983,3215.2246,Syllable,,S02
86,Spectrogram 1,1,3216.214014,3216.486399,2615.8,6379.9,S1123KIP1_048K_S02_S7106_20240113_070004.flac,215.894,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240113_070004.flac,2671.875,5906.25,4500,0.2405,3216.3523,3216.229,3216.4695,Syllable,,S02
87,Spectrogram 1,1,3215.979199,3216.223406,2360.6,6379.9,S1123KIP1_048K_S02_S7106_20240113_070004.flac,215.6592,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240113_070004.flac,2437.5,5812.5,4500,0.2223,3216.1138,3215.9946,3216.2169,Syllable,,S02
88,Spectrogram 1,1,3215.725598,3215.988591,2552,5805.7,S1123KIP1_048K_S02_S7106_20240113_070004.flac,215.4056,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240113_070004.flac,2625,5390.625,4500,0.2324,3215.8632,3215.7399,3215.9723,Syllable,,S02
89,Spectrogram 1,1,3215.490783,3215.744383,2360.6,6379.9,S1123KIP1_048K_S02_S7106_20240113_070004.flac,215.1708,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240113_070004.flac,2437.5,5812.5,4500,0.2304,3215.6308,3215.5055,3215.7359,Syllable,,S02
90,Spectrogram 1,1,3215.218397,3215.490783,2488.2,5933.3,S1123KIP1_048K_S02_S7106_20240113_070004.flac,214.8984,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240113_070004.flac,2625,5484.375,4500,0.2405,3215.358,3215.2327,3215.4732,Syllable,,S02
92,Spectrogram 1,1,554.013771,554.276764,2424.4,6252.3,S1123KIP1_048K_S02_S7106_20240108_070004.flac,554.0138,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2531.25,5859.375,3000,0.2364,554.161,554.0276,554.2641,Syllable,,S02
93,Spectrogram 1,1,553.4314293,553.7507779,2169.2,6571.3,S1123KIP1_048K_S02_S7106_20240108_070004.flac,553.4314,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2343.75,6140.625,2812.5,0.2971,553.6133,553.4456,553.7427,Syllable,,S02
94,Spectrogram 1,1,553.7319927,554.013771,2488.2,6890.3,S1123KIP1_048K_S02_S7106_20240108_070004.flac,553.732,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2625,6468.75,3000,0.2566,553.8862,553.7467,554.0034,Syllable,,S02
95,Spectrogram 1,1,552.9054432,553.2341845,2615.8,6826.5,S1123KIP1_048K_S02_S7106_20240108_070004.flac,552.9054,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2765.625,6375,2812.5,0.3011,553.096,552.9242,553.2253,Syllable,,S02
96,Spectrogram 1,1,553.2247919,553.4408219,2488.2,6316.1,S1123KIP1_048K_S02_S7106_20240108_070004.flac,553.2248,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2671.875,5859.375,3000,0.196,553.3385,553.2354,553.4315,Syllable,,S02
98,Spectrogram 1,1,579.0826414,579.3268492,2488.2,6252.3,S1123KIP1_048K_S02_S7106_20240108_070004.flac,579.0826,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2625,5859.375,3000,0.2162,579.2173,579.0961,579.3123,Syllable,,S02
99,Spectrogram 1,1,578.8572188,579.0826414,2233,6635.1,S1123KIP1_048K_S02_S7106_20240108_070004.flac,578.8572,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2343.75,6234.375,3000,0.2061,578.9788,578.8677,579.0738,Syllable,,S02
100,Spectrogram 1,1,578.5942258,578.8947893,2169.2,6762.7,S1123KIP1_048K_S02_S7106_20240108_070004.flac,578.5942,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2343.75,6328.125,2765.625,0.2769,578.7646,578.609,578.8859,Syllable,,S02
101,Spectrogram 1,1,578.3406254,578.5754406,2233,6890.3,S1123KIP1_048K_S02_S7106_20240108_070004.flac,578.3406,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2390.625,6421.875,3000,0.2122,578.4676,578.3524,578.5646,Syllable,,S02
102,Spectrogram 1,1,578.087025,578.350018,2360.6,6635.1,S1123KIP1_048K_S02_S7106_20240108_070004.flac,578.087,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2484.375,6234.375,3000,0.2364,578.2311,578.0998,578.3362,Syllable,,S02
104,Spectrogram 1,1,977.2166503,977.4326802,2424.4,5869.5,S1123KIP1_048K_S02_S7106_20240109_070004.flac,377.1526,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240109_070004.flac,2812.5,5296.875,4078.125,0.192,977.3336,977.2265,977.4185,Syllable,,S02
105,Spectrogram 1,1,977.4514655,977.676888,2233,6188.5,S1123KIP1_048K_S02_S7106_20240109_070004.flac,377.3875,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240109_070004.flac,2718.75,5765.625,4078.125,0.2001,977.5741,977.4629,977.663,Syllable,,S02
106,Spectrogram 1,1,977.6862806,977.9210958,2296.8,6124.7,S1123KIP1_048K_S02_S7106_20240109_070004.flac,377.6223,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240109_070004.flac,2765.625,5531.25,4078.125,0.2142,977.8146,977.6973,977.9116,Syllable,,S02
107,Spectrogram 1,1,978.4189041,978.6912897,2169.2,6507.5,S1123KIP1_048K_S02_S7106_20240109_070004.flac,378.3549,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240109_070004.flac,2718.75,6187.5,3468.75,0.2344,978.5663,978.4329,978.6673,Syllable,,S02
108,Spectrogram 1,1,977.9304885,978.2028741,2233,6252.3,S1123KIP1_048K_S02_S7106_20240109_070004.flac,377.8665,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240109_070004.flac,2718.75,5906.25,3468.75,0.2385,978.0773,977.9419,978.1803,Syllable,,S02
109,Spectrogram 1,1,978.1840889,978.4376893,2105.4,6443.7,S1123KIP1_048K_S02_S7106_20240109_070004.flac,378.1201,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240109_070004.flac,2671.875,6093.75,3468.75,0.2284,978.3238,978.1945,978.4228,Syllable,,S02
110,Spectrogram 1,1,978.7194675,979.0012458,2105.4,6635.1,S1123KIP1_048K_S02_S7106_20240109_070004.flac,378.6555,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240109_070004.flac,2671.875,6375,3468.75,0.2425,978.8694,978.732,978.9745,Syllable,,S02
113,Spectrogram 1,1,1729.696288,1730.006244,2488.2,6443.7,S1123KIP1_048K_S02_S7106_20240110_070004.flac,529.5683,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240110_070004.flac,2578.125,5437.5,2531.25,0.2809,1729.8273,1729.7101,1729.9909,Syllable,,S02
114,Spectrogram 1,1,1729.987459,1730.184704,2360.6,5869.5,S1123KIP1_048K_S02_S7106_20240110_070004.flac,529.8595,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240110_070004.flac,2437.5,5062.5,2484.375,0.1637,1730.0273,1729.9909,1730.1546,Syllable,,S02
115,Spectrogram 1,1,1730.222274,1730.45709,2169.2,6124.7,S1123KIP1_048K_S02_S7106_20240110_070004.flac,530.0943,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240110_070004.flac,2437.5,5109.375,2484.375,0.2081,1730.2698,1730.2254,1730.4335,Syllable,,S02
116,Spectrogram 1,1,1730.45709,1730.729475,2233,6060.9,S1123KIP1_048K_S02_S7106_20240110_070004.flac,530.3291,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240110_070004.flac,2437.5,5109.375,2484.375,0.2506,1730.5204,1730.4598,1730.7104,Syllable,,S02
117,Spectrogram 1,1,1730.720083,1730.992468,2488.2,6698.9,S1123KIP1_048K_S02_S7106_20240110_070004.flac,530.5921,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240110_070004.flac,2531.25,5578.125,2531.25,0.2486,1730.8316,1730.7306,1730.9791,Syllable,,S02
118,Spectrogram 1,1,1730.983076,1731.236676,2679.6,6443.7,S1123KIP1_048K_S02_S7106_20240110_070004.flac,530.8551,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240110_070004.flac,2859.375,5531.25,2953.125,0.2324,1731.0883,1730.9953,1731.2277,Syllable,,S02
119,Spectrogram 1,1,1735.341246,1735.604239,2360.6,6379.9,S1123KIP1_048K_S02_S7106_20240110_070004.flac,535.2133,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240110_070004.flac,2437.5,5203.125,2484.375,0.2425,1735.4007,1735.3441,1735.5866,Syllable,,S02
120,Spectrogram 1,1,1735.604239,1735.848446,2552,6507.5,S1123KIP1_048K_S02_S7106_20240110_070004.flac,535.4762,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240110_070004.flac,2812.5,5531.25,2953.125,0.2182,1735.6998,1735.6149,1735.8332,Syllable,,S02
121,Spectrogram 1,1,1735.848446,1736.11144,2679.6,6124.7,S1123KIP1_048K_S02_S7106_20240110_070004.flac,535.7204,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240110_070004.flac,2859.375,5390.625,2953.125,0.2385,1735.9585,1735.8615,1736.0999,Syllable,,S02
122,Spectrogram 1,1,1736.11144,1736.393218,2360.6,6890.3,S1123KIP1_048K_S02_S7106_20240110_070004.flac,535.9834,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240110_070004.flac,2437.5,5296.875,2484.375,0.2566,1736.1808,1736.1141,1736.3707,Syllable,,S02
123,Spectrogram 1,1,1736.40261,1736.628033,2488.2,6698.9,S1123KIP1_048K_S02_S7106_20240110_070004.flac,536.2746,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240110_070004.flac,2531.25,5578.125,2531.25,0.2081,1736.4879,1736.4091,1736.6173,Syllable,,S02
124,Spectrogram 1,1,1736.656211,1736.900419,2552,6762.7,S1123KIP1_048K_S02_S7106_20240110_070004.flac,536.5282,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240110_070004.flac,2812.5,5671.875,2953.125,0.2183,1736.7547,1736.6678,1736.886,Syllable,,S02
127,Spectrogram 1,1,0.394489531,0.629304728,2807.2,5997.1,S1123KIP1_048K_S02_S7106_20240108_070004.flac,0.3945,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2953.125,5718.75,3000,0.2081,0.5274,0.4082,0.6163,Syllable,,S02
128,Spectrogram 1,1,1.418283791,1.671884203,2871,6188.5,S1123KIP1_048K_S02_S7106_20240108_070004.flac,1.4183,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,3000,5859.375,3000,0.2284,1.5621,1.4307,1.6591,Syllable,,S02
129,Spectrogram 1,1,0.911082965,1.164683378,2807.2,6252.3,S1123KIP1_048K_S02_S7106_20240108_070004.flac,0.9111,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2953.125,5906.25,3000,0.2284,1.0528,0.9235,1.1519,Syllable,,S02
130,Spectrogram 1,1,0.61991212,0.929868181,2871,6188.5,S1123KIP1_048K_S02_S7106_20240108_070004.flac,0.6199,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,3000,5859.375,3000,0.2809,0.7942,0.6366,0.9174,Syllable,,S02
131,Spectrogram 1,1,1.164683378,1.399498575,2807.2,6060.9,S1123KIP1_048K_S02_S7106_20240108_070004.flac,1.1647,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2953.125,5718.75,3000,0.2081,1.2974,1.1781,1.3863,Syllable,,S02
132,Spectrogram 1,1,1.671884203,1.887914185,2934.8,6316.1,S1123KIP1_048K_S02_S7106_20240108_070004.flac,1.6719,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,3000,5906.25,3000,0.196,1.7904,1.6833,1.8794,Syllable,,S02
133,Spectrogram 1,1,1.916092008,2.150907206,2871,6188.5,S1123KIP1_048K_S02_S7106_20240108_070004.flac,1.9161,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,3000,5859.375,3000,0.2081,2.0491,1.9299,2.138,Syllable,,S02
134,Spectrogram 1,1,46.89729117,47.19785462,2488.2,6635.1,S1123KIP1_048K_S02_S7106_20240108_070004.flac,46.8973,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2671.875,6281.25,2765.625,0.2748,47.0672,46.9136,47.1885,Syllable,,S02
135,Spectrogram 1,1,47.1790694,47.42327721,2488.2,6890.3,S1123KIP1_048K_S02_S7106_20240108_070004.flac,47.1791,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2671.875,6468.75,3000,0.2162,47.3117,47.1925,47.4087,Syllable,,S02
136,Spectrogram 1,1,47.37631417,47.6486998,2552,6188.5,S1123KIP1_048K_S02_S7106_20240108_070004.flac,47.3763,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2718.75,5812.5,3000,0.2425,47.5239,47.3906,47.6331,Syllable,,S02
137,Spectrogram 1,1,47.62991458,47.90230021,2807.2,6379.9,S1123KIP1_048K_S02_S7106_20240108_070004.flac,47.6299,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,2953.125,6046.875,3000,0.2425,47.7806,47.6452,47.8877,Syllable,,S02
60,Spectrogram 1,1,124.9217265,124.9217265,4210.7,4210.7,S1123KIP1_048K_S02_S7106_20240108_070004.flac,124.9217,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S02_K2\S1123KIP1_S02_S7106\S1123KIP1_048K_S02_S7106_20240108_070004.flac,4218.75,4218.75,4218.75,0,124.9218,124.9218,124.9218,,,S02
